CID,item_type_id,item_type,size,date,Category,grade,outlet_id,qtym,Net Price,tmtm,division,item_type_id,rm,wire,noc,tlcolt,ecoInd,Area (km)^2,dfc,population,literacy_rate,pcx,uses,appliation group
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),06-08-22,Domestic,Grade3,4151,200,31986,370,34,372,20,14,3,200,Medium,1896.05,204,2040201,0.61,65,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,1003,300,45313.5,555,33,558,30,21,4,350,High,928,160,1823580,0.643,59.6,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,1004,800,127944,1480,32,372,20,14,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,1010,200,31986,370,16,186,10,7,7,150,Medium,2492,398.5,3078190,0.782,28.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,2191,100,15993,185,14,186,10,7,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,2224,100,15993,185,18,186,10,7,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,2355,100,15993,185,12,186,10,7,4,180,Medium,1364,186.3,1665298,0.326,48.04,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),07-08-22,Domestic,Grade3,3629,100,15993,185,18,186,10,7,4,250,Medium,121.7,327,264461,0.282,54.6 ,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,1004,800,127944,1480,32,372,20,14,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,1015,100,15993,185,13,186,10,7,6,300,High,4394,219.2,2756398,0.801,60.1,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,2191,200,31986,370,28,372,20,14,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,2224,200,24878,370,18,186,10,7,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,3179,100,13327.5,185,16,186,10,7,2,200,Medium,483.97,218,298528,2.033,53.87,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,3236,200,31986,370,15,186,10,7,5,100,Medium,465,59,492792,0.99,70.55,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),08-08-22,Domestic,Grade3,3719,300,47979,555,48,558,30,21,6,100,High,246,259,431748,0.782,57.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,1001,1200,169525.8,2220,66,1116,60,42,5,300,High,3085,106,6785254,0.46,53.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,1003,1000,143937,1850,77,1302,70,49,4,350,High,928,160,1823580,0.643,59.6,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,1004,300,47979,555,16,186,10,7,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,1006,300,41581.8,555,39,558,30,21,7,350,Medium,2567,183.1,3318750,0.429,56.52,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,1008,2100,333720.6,3885,72,1116,60,42,7,300,High,4363,171.1,6598719,0.353,68,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,1013,100,13860.6,185,19,186,10,7,4,200,Medium,2073,118.9,2279046,0.456,43.95,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,2191,1700,268327,3145,140,1860,100,70,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,2227,400,63972,740,51,558,30,21,3,350,High,2407,249.2,3136413,0.759,47.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,2355,200,31986,370,24,372,20,14,4,180,Medium,1364,186.3,1665298,0.326,48.04,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,2491,1600,210396.8,2960,20,372,20,14,4,120,Medium,7,14,179907,0.779,90.49,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3055,200,31986,370,16,186,10,7,7,150,Medium,281,303,338563,0.782,52.7,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3344,400,54731.6,740,40,744,40,28,4,150,Low,3.08,7,224079,0.67,73.94,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3392,200,29675.9,370,34,372,20,14,3,170,Medium,1702.56,365.9,2086356,0.396,66,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3393,200,28076.6,370,38,372,20,14,4,150,Medium,1145,128.2,1438331,0.505,48,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3418,200,27721.2,370,22,372,20,14,3,150,Low,135.6,129,253650,0.75,50.45,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3438,900,117282,1665,40,744,40,28,4,150,Low,6.45,8.8,500373,0.779,41.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,3566,100,15993,185,17,186,10,7,3,180,Low,250.9,205.8,313932,0.53,54.96,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),10-08-22,Domestic,Grade3,4151,100,15993,185,17,186,10,7,3,200,Medium,1896.05,204,2040201,0.61,65,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),11-08-22,Domestic,Grade3,1001,800,113728,1480,22,372,20,14,5,300,High,3085,106,6785254,0.46,53.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),11-08-22,Domestic,Grade3,1012,50,7996.5,92.5,17,186,10,7,3,300,High,2372,147.8,3147269,0.53,42.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),11-08-22,Domestic,Grade3,2224,300,40871,555,36,372,20,14,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),11-08-22,Domestic,Grade3,2355,300,47979,555,24,372,20,14,4,180,Medium,1364,186.3,1665298,0.326,48.04,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),11-08-22,Domestic,Grade3,3438,400,49756,740,20,372,20,14,4,150,Low,6.45,8.8,500373,0.779,41.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),11-08-22,Domestic,Grade3,3519,100,13860.6,185,15,186,10,7,7,130,High,30.46,21,143952,0.5,56.49,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),13-08-22,Domestic,Grade3,1004,300,38916.3,555,32,372,20,14,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),13-08-22,Domestic,Grade3,1010,200,31986,370,16,186,10,7,7,150,Medium,2492,398.5,3078190,0.782,28.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),13-08-22,Domestic,Grade3,1015,100,15993,185,13,186,10,7,6,300,High,4394,219.2,2756398,0.801,60.1,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),13-08-22,Domestic,Grade3,2191,200,31986,370,14,186,10,7,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,1001,200,27543.5,370,22,372,20,14,5,300,High,3085,106,6785254,0.46,53.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,1003,700,101289,1295,33,558,30,21,4,350,High,928,160,1823580,0.643,59.6,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,1006,200,27365.8,370,13,186,10,7,7,350,Medium,2567,183.1,3318750,0.429,56.52,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,1008,300,47979,555,12,186,10,7,7,300,High,4363,171.1,6598719,0.353,68,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,1010,100,14216,185,16,186,10,7,7,150,Medium,2492,398.5,3078190,0.782,28.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,1011,900,142160,1665,20,372,20,14,4,450,High,3.81,12,110000,0.55,77.78,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,2191,100,15993,185,14,186,10,7,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,2224,100,15993,185,18,186,10,7,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,2665,600,80320.4,1110,42,558,30,21,7,230,Medium,1927,97.1,3729989,0.473,39.46,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,2668,200,31986,370,18,186,10,7,4,350,High,3438,329.9,3571695,0.316,52.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3059,100,13682.9,185,10,186,10,7,4,150,Low,1141,45,2784394,0.729,75,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3344,100,13860.6,185,10,186,10,7,4,150,Low,3.08,7,224079,0.67,73.94,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3352,100,15993,185,17,186,10,7,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3393,100,14038.3,185,19,186,10,7,4,150,Medium,1145,128.2,1438331,0.505,48,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3442,500,78188,925,54,558,30,21,4,280,Medium,1810,386.6,1735062,0.674,49.43,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3556,200,28432,370,13,186,10,7,5,175,Medium,1177,232.5,1355313,0.351,40.88,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,3632,100,13682.9,185,12,186,10,7,4,150,Low,2810,154.2,2839136,0.488,34.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),14-08-22,Domestic,Grade3,4385,100,14216,185,14,186,10,7,7,150,Low,3670,260.1,3176702,0.613,35,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,1005,100,13327.5,185,15,186,10,7,3,300,High,1800,26,4262296,1.047,56.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,1006,200,27365.8,370,13,186,10,7,7,350,Medium,2567,183.1,3318750,0.429,56.52,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,1012,100,15993,185,17,186,10,7,3,300,High,2372,147.8,3147269,0.53,42.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,1015,450,71968.5,832.5,39,558,30,21,6,300,High,4394,219.2,2756398,0.801,60.1,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,2561,200,27721.2,370,24,372,20,14,4,280,Medium,2689,114.4,3764791,0.353,40.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,3059,100,13682.9,185,10,186,10,7,4,150,Low,1141,45,2784394,0.729,75,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,3352,100,15993,185,17,186,10,7,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,3419,100,13682.9,185,11,186,10,7,3,200,Low,1456,138,2301673,0.77,62,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,3438,500,62195,925,30,558,30,21,4,150,Low,6.45,8.8,500373,0.779,41.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,3513,100,13327.5,185,18,186,10,7,4,250,Medium,2296,335.8,2558677,0.386,56,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),16-08-22,Domestic,Grade3,3556,200,26655,370,26,372,20,14,5,175,Medium,1177,232.5,1355313,0.351,40.88,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,1002,100,15993,185,10,186,10,7,4,180,Medium,683.04,29,3658027,0.506,51.75,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,1004,400,63972,740,16,186,10,7,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,1005,400,52599.2,740,30,372,20,14,3,300,High,1800,26,4262296,1.047,56.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,1011,200,27365.8,370,10,186,10,7,4,450,High,3.81,12,110000,0.55,77.78,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,1012,100,15993,185,17,186,10,7,3,300,High,2372,147.8,3147269,0.53,42.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,2224,100,15993,185,18,186,10,7,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,2227,600,95958,1110,34,372,20,14,3,350,High,2407,249.2,3136413,0.759,47.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,2355,300,47979,555,24,372,20,14,4,180,Medium,1364,186.3,1665298,0.326,48.04,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,2356,100,13505.2,185,15,186,10,7,6,250,Medium,3414,83.9,4268953,0.41,65.08,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,3519,100,15993,185,15,186,10,7,7,130,High,30.46,21,143952,0.5,56.49,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,3719,500,71968.5,925,64,744,40,28,6,100,High,246,259,431748,0.782,57.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),17-08-22,Domestic,Grade3,3746,50,6663.75,92.5,18,186,10,7,4,250,Medium,965.44,249.2,1089997,0.368,64,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),18-08-22,Domestic,Grade3,1011,100,13682.9,185,10,186,10,7,4,450,High,3.81,12,110000,0.55,77.78,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),18-08-22,Domestic,Grade3,3033,200,27010.4,370,28,372,20,14,6,200,Medium,2637,153.3,2725224,0.558,40.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),18-08-22,Domestic,Grade3,3519,200,31986,370,30,372,20,14,7,130,High,30.46,21,143952,0.5,56.49,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),20-08-22,Domestic,Grade3,1004,700,102888.3,1295,48,558,30,21,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),20-08-22,Domestic,Grade3,1009,200,27365.8,370,15,186,10,7,4,270,High,280.13,25,1385910,1.047,65.16,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),20-08-22,Domestic,Grade3,1014,100,13149.8,185,18,186,10,7,5,350,High,2919,189.3,4077827,0.714,49.38,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),20-08-22,Domestic,Grade3,2227,100,15993,185,17,186,10,7,3,350,High,2407,249.2,3136413,0.759,47.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),20-08-22,Domestic,Grade3,3719,200,31986,370,16,186,10,7,6,100,High,246,259,431748,0.782,57.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,1001,400,56864,740,11,186,10,7,5,300,High,3085,106,6785254,0.46,53.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,1008,100,15993,185,12,186,10,7,7,300,High,4363,171.1,6598719,0.353,68,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,2224,100,15993,185,18,186,10,7,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,2356,200,27010.4,370,15,186,10,7,6,250,Medium,3414,83.9,4268953,0.41,65.08,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,2668,200,31986,370,18,186,10,7,4,350,High,3438,329.9,3571695,0.316,52.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,3438,111,13807.29,205.35,10,186,10,7,4,150,Low,6.45,8.8,500373,0.779,41.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,3552,200,31986,370,32,372,20,14,5,100,Poor,390.6,468.6,264389,0.782,22.54,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),21-08-22,Domestic,Grade3,3719,200,31986,370,32,372,20,14,6,100,High,246,259,431748,0.782,57.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,1001,160,22745.6,296,22,372,20,14,5,300,High,3085,106,6785254,0.46,53.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,1008,200,27188.1,370,24,372,20,14,7,300,High,4363,171.1,6598719,0.353,68,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,2191,100,15993,185,14,186,10,7,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,2355,200,31986,370,24,372,20,14,4,180,Medium,1364,186.3,1665298,0.326,48.04,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,2668,100,15993,185,18,186,10,7,4,350,High,3438,329.9,3571695,0.316,52.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,3344,100,13860.6,185,10,186,10,7,4,150,Low,3.08,7,224079,0.67,73.94,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,3392,300,47979,555,51,558,30,21,3,170,Medium,1702.56,365.9,2086356,0.396,66,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,3438,111,13807.29,205.35,10,186,10,7,4,150,Low,6.45,8.8,500373,0.779,41.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,3519,200,27721.2,370,30,372,20,14,7,130,High,30.46,21,143952,0.5,56.49,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),22-08-22,Domestic,Grade3,3719,300,47979,555,48,558,30,21,6,100,High,246,259,431748,0.782,57.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),23-08-22,Domestic,Grade3,1004,900,134874.3,1665,80,930,50,35,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),23-08-22,Domestic,Grade3,1011,200,27365.8,370,10,186,10,7,4,450,High,3.81,12,110000,0.55,77.78,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),23-08-22,Domestic,Grade3,2224,200,26655,370,36,372,20,14,6,350,High,2368,296.4,3578693,0.674,48.5,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),24-08-22,Domestic,Grade3,1012,200,31986,370,17,186,10,7,3,300,High,2372,147.8,3147269,0.53,42.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),24-08-22,Domestic,Grade3,3236,200,31986,370,15,186,10,7,5,100,Medium,465,59,492792,0.99,70.55,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),24-08-22,Domestic,Grade3,3442,200,31986,370,18,186,10,7,4,280,Medium,1810,386.6,1735062,0.674,49.43,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),25-08-22,Domestic,Grade3,1004,600,83874.4,1110,32,372,20,14,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),25-08-22,Domestic,Grade3,1011,200,27365.8,370,10,186,10,7,4,450,High,3.81,12,110000,0.55,77.78,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),25-08-22,Domestic,Grade3,2668,400,52599.2,740,18,186,10,7,4,350,High,3438,329.9,3571695,0.316,52.4,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),25-08-22,Domestic,Grade3,3513,100,15993,185,18,186,10,7,4,250,Medium,2296,335.8,2558677,0.386,56,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),25-08-22,Domestic,Grade3,3552,200,31986,370,32,372,20,14,5,100,Poor,390.6,468.6,264389,0.782,22.54,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),25-08-22,Domestic,Grade3,3632,100,13860.6,185,12,186,10,7,4,150,Low,2810,154.2,2839136,0.488,34.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),27-08-22,Domestic,Grade3,1001,100,14216,185,11,186,10,7,5,300,High,3085,106,6785254,0.46,53.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),27-08-22,Domestic,Grade3,3719,100,15993,185,16,186,10,7,6,100,High,246,259,431748,0.782,57.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),28-08-22,Domestic,Grade3,1002,100,15993,185,10,186,10,7,4,180,Medium,683.04,29,3658027,0.506,51.75,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),28-08-22,Domestic,Grade3,1004,600,95958,1110,64,744,40,28,7,425,High,5283,253,9352719,0.46,58.9,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),28-08-22,Domestic,Grade3,1008,100,15993,185,12,186,10,7,7,300,High,4363,171.1,6598719,0.353,68,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),28-08-22,Domestic,Grade3,2355,100,15993,185,12,186,10,7,4,180,Medium,1364,186.3,1665298,0.326,48.04,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),29-08-22,Domestic,Grade3,1010,200,31986,370,16,186,10,7,7,150,Medium,2492,398.5,3078190,0.782,28.3,Lift & Heavy Item,Rich
10013,186,BYA LF - Skin Coated FR,1x 10 rm (7-w),29-08-22,Domestic,Grade3,2191,800,127944,1480,42,558,30,21,7,300,High,3452,235.2,4559404,0.947,51.2,Lift & Heavy Item,Rich
