CID,item_type_id,item_type,size,date,Category,grade,outlet_id,qtym,Net Price,tmtm,division,item_type_id,rm,wire,noc,tlcolt,ecoInd,Area (km)^2,dfc,population,literacy_rate,pcx,uses,appliation group
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3323,600,13716,1110,13,186,1.3,3,5,250,Medium,1961,195.4,2204351,0.798,62,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3344,200,4064,370,10,186,1.3,3,4,150,Low,3.08,7,224079,0.67,73.94,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3393,300,6019.8,555,19,186,1.3,3,4,150,Medium,1145,128.2,1438331,0.505,48,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3394,1700,33934.4,3145,76,744,5.2,12,4,150,Medium,3403.48,186.5,2120380,0.66,43.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3416,100,2032,185,18,186,1.3,3,5,250,Low,2179,254.7,3104974,0.258,64.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3419,900,17602.2,1665,22,372,2.6,6,3,200,Low,1456,138,2301673,0.77,62,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3442,1000,19812,1850,54,558,3.9,9,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3556,1200,27432,2220,26,372,2.6,6,5,175,Medium,1177,232.5,1355313,0.351,40.88,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),27-08-22,Domestic,Grade1,3632,600,11734.8,1110,12,186,1.3,3,4,150,Low,2810,154.2,2839136,0.488,34.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,1002,10300,207924.4,19055,100,1860,13,30,4,180,Medium,683.04,29,3658027,0.506,51.75,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,1003,9900,192151,18315,110,1860,13,30,4,350,High,928,160,1823580,0.643,59.6,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,1007,7500,152349.2,13875,84,1116,7.8,18,7,280,High,2799,196.7,2404250,0.604,51.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,1008,3700,84582,6845,36,558,3.9,9,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,1015,1000,22860,1850,13,186,1.3,3,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,2191,1500,34290,2775,28,372,2.6,6,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,2224,1800,38100,3330,54,558,3.9,9,6,350,High,2368,296.4,3578693,0.674,48.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,2356,300,5943.6,555,15,186,1.3,3,6,250,Medium,3414,83.9,4268953,0.41,65.08,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,2561,2200,43586.4,4070,48,744,5.2,12,4,280,Medium,2689,114.4,3764791,0.353,40.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3033,3300,64973.2,6105,56,744,5.2,12,6,200,Medium,2637,153.3,2725224,0.558,40.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3096,200,4572,370,17,186,1.3,3,3,300,Medium,2497.92,126.9,3853775,0.396,68,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3299,400,7924.8,740,13,186,1.3,3,5,350,High,1601,210.9,2418743,0.351,40.4,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3323,500,11176,925,26,372,2.6,6,5,250,Medium,1961,195.4,2204351,0.798,62,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3344,500,10007.6,925,20,372,2.6,6,4,150,Low,3.08,7,224079,0.67,73.94,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3394,1100,21945.6,2035,57,558,3.9,9,4,150,Medium,3403.48,186.5,2120380,0.66,43.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3566,700,13335,1295,17,186,1.3,3,3,180,Low,250.9,205.8,313932,0.53,54.96,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3632,600,11734.8,1110,12,186,1.3,3,4,150,Low,2810,154.2,2839136,0.488,34.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),28-08-22,Domestic,Grade1,3719,600,13716,1110,16,186,1.3,3,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1001,5700,112928.4,10545,33,558,3.9,9,5,300,High,3085,106,6785254,0.46,53.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1003,3600,78333.6,6660,55,930,6.5,15,4,350,High,928,160,1823580,0.643,59.6,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1005,1000,22860,1850,15,186,1.3,3,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1007,12500,280416,23125,126,1674,11.7,27,7,280,High,2799,196.7,2404250,0.604,51.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1008,1000,22860,1850,12,186,1.3,3,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1009,2000,39116,3700,15,186,1.3,3,4,270,High,280.13,25,1385910,1.047,65.16,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1010,2800,58166,5180,64,744,5.2,12,7,150,Medium,2492,398.5,3078190,0.782,28.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1011,2100,41071.8,3885,20,372,2.6,6,4,450,High,3.81,12,110000,0.55,77.78,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,1015,1800,41148,3330,39,558,3.9,9,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2191,27100,596188.8,50135,210,2790,19.5,45,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2224,3000,53340,5550,36,372,2.6,6,6,350,High,2368,296.4,3578693,0.674,48.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2245,1200,24079.2,2220,57,558,3.9,9,5,300,Medium,2791,180.3,2870482,0.826,54.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2356,300,5943.6,555,15,186,1.3,3,6,250,Medium,3414,83.9,4268953,0.41,65.08,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2491,1400,27025.6,2590,40,744,5.2,12,4,120,Medium,7,14,179907,0.779,90.49,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2561,200,3962.4,370,12,186,1.3,3,4,280,Medium,2689,114.4,3764791,0.353,40.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,2772,1200,23469.6,2220,11,186,1.3,3,3,150,Medium,189,102,330477,0.421,60.06,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3033,2300,45567.6,4255,56,744,5.2,12,6,200,Medium,2637,153.3,2725224,0.558,40.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3055,500,11430,925,16,186,1.3,3,7,150,Medium,281,303,338563,0.782,52.7,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3059,1300,25425.4,2405,20,372,2.6,6,4,150,Low,1141,45,2784394,0.729,75,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3236,2000,45720,3700,30,372,2.6,6,5,100,Medium,465,59,492792,0.99,70.55,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3253,200,3962.4,370,24,372,2.6,6,4,262,Low,2032,172.2,2816223,0.451,38.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3344,2000,38608,3700,20,372,2.6,6,4,150,Low,3.08,7,224079,0.67,73.94,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3352,800,15443.2,1480,17,186,1.3,3,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3394,1400,27990.8,2590,38,372,2.6,6,4,150,Medium,3403.48,186.5,2120380,0.66,43.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3419,1000,19558,1850,22,372,2.6,6,3,200,Low,1456,138,2301673,0.77,62,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3442,11800,252526.8,21830,126,1302,9.1,21,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3556,700,16002,1295,13,186,1.3,3,5,175,Medium,1177,232.5,1355313,0.351,40.88,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3632,600,12192,1110,24,372,2.6,6,4,150,Low,2810,154.2,2839136,0.488,34.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,3719,6000,126111,11100,128,1488,10.4,24,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),29-08-22,Domestic,Grade1,4385,1500,29819.6,2775,42,558,3.9,9,7,150,Low,3670,260.1,3176702,0.613,35,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1001,1200,22860,2220,22,372,2.6,6,5,300,High,3085,106,6785254,0.46,53.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1002,11800,226441,21830,90,1674,11.7,27,4,180,Medium,683.04,29,3658027,0.506,51.75,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1003,2100,40919.4,3885,44,744,5.2,12,4,350,High,928,160,1823580,0.643,59.6,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1005,200,4572,370,30,372,2.6,6,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1006,2300,44983.4,4255,26,372,2.6,6,7,350,Medium,2567,183.1,3318750,0.429,56.52,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1007,15000,332028.8,27750,168,2232,15.6,36,7,280,High,2799,196.7,2404250,0.604,51.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1010,4000,78486,7400,80,930,6.5,15,7,150,Medium,2492,398.5,3078190,0.782,28.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,1012,1500,34290,2775,17,186,1.3,3,3,300,High,2372,147.8,3147269,0.53,42.4,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,2191,2300,52578,4255,14,186,1.3,3,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,2245,500,9982.2,925,57,558,3.9,9,5,300,Medium,2791,180.3,2870482,0.826,54.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,2491,100,1955.8,185,10,186,1.3,3,4,120,Medium,7,14,179907,0.779,90.49,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3060,600,12496.8,1110,20,372,2.6,6,4,250,Medium,171.1,18,794360,1,58.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3179,3200,61518.8,5920,48,558,3.9,9,2,200,Medium,483.97,218,298528,2.033,53.87,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3352,200,4572,370,17,186,1.3,3,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3438,1000,18542,1850,10,186,1.3,3,4,150,Low,6.45,8.8,500373,0.779,41.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3442,2600,56540.4,4810,126,1302,9.1,21,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3556,3300,67335.4,6105,78,1116,7.8,18,5,175,Medium,1177,232.5,1355313,0.351,40.88,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,3719,1700,38862,3145,16,186,1.3,3,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),30-08-22,Domestic,Grade1,4385,200,4165.6,370,14,186,1.3,3,7,150,Low,3670,260.1,3176702,0.613,35,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1002,3000,57353.2,5550,30,558,3.9,9,4,180,Medium,683.04,29,3658027,0.506,51.75,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1003,4600,87630,8510,55,930,6.5,15,4,350,High,928,160,1823580,0.643,59.6,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1004,1100,20396.2,2035,16,186,1.3,3,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1007,11200,250342.4,20720,140,1860,13,30,7,280,High,2799,196.7,2404250,0.604,51.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1008,1300,29718,2405,24,372,2.6,6,7,300,High,4363,171.1,6598719,0.353,68,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1009,2000,39116,3700,15,186,1.3,3,4,270,High,280.13,25,1385910,1.047,65.16,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1010,2100,41071.8,3885,32,372,2.6,6,7,150,Medium,2492,398.5,3078190,0.782,28.3,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1011,2300,44983.4,4255,10,186,1.3,3,4,450,High,3.81,12,110000,0.55,77.78,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,1015,1600,36576,2960,13,186,1.3,3,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,2191,17400,397764,32190,196,2604,18.2,42,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,2224,10300,192278,19055,108,1116,7.8,18,6,350,High,2368,296.4,3578693,0.674,48.5,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,2245,1000,20726.4,1850,114,1116,7.8,18,5,300,Medium,2791,180.3,2870482,0.826,54.9,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,2355,500,11430,925,12,186,1.3,3,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,2491,100,1955.8,185,10,186,1.3,3,4,120,Medium,7,14,179907,0.779,90.49,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,2666,11000,218287.6,20350,264,4464,31.2,72,5,200,High,36,164,132948,0.643,51.77,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,3393,900,18059.4,1665,57,558,3.9,9,4,150,Medium,1145,128.2,1438331,0.505,48,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,3419,1000,19558,1850,11,186,1.3,3,3,200,Low,1456,138,2301673,0.77,62,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,3442,5600,123444,10360,144,1488,10.4,24,4,280,Medium,1810,386.6,1735062,0.674,49.43,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,3556,4900,96901,9065,78,1116,7.8,18,5,175,Medium,1177,232.5,1355313,0.351,40.88,Fan & Lighting Connection,General
10002,186,BYA LF - Skin Coated FR,1x 1.3 rm (3-w),31-08-22,Domestic,Grade1,3719,400,9144,740,32,372,2.6,6,6,100,High,246,259,431748,0.782,57.9,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1001,2400,40703,4440,22,372,2,6,5,300,High,3085,106,6785254,0.46,53.3,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1003,800,12090,1480,11,186,1,3,4,350,High,928,160,1823580,0.643,59.6,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1004,2900,49508.55,5365,32,372,2,6,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1010,2700,43584.45,4995,64,744,4,12,7,150,Medium,2492,398.5,3078190,0.782,28.3,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1011,2500,38869.35,4625,30,558,3,9,4,450,High,3.81,12,110000,0.55,77.78,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1013,1400,22003.8,2590,19,186,1,3,4,200,Medium,2073,118.9,2279046,0.456,43.95,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,1015,3200,55130.4,5920,26,372,2,6,6,300,High,4394,219.2,2756398,0.801,60.1,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,2191,7500,132990,13875,70,930,5,15,7,300,High,3452,235.2,4559404,0.947,51.2,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,2224,2700,38083.5,4995,36,372,2,6,6,350,High,2368,296.4,3578693,0.674,48.5,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,2355,5300,96115.5,9805,48,744,4,12,4,180,Medium,1364,186.3,1665298,0.326,48.04,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,2491,1700,25731.55,3145,30,558,3,9,4,120,Medium,7,14,179907,0.779,90.49,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,2772,5200,80680.6,9620,55,930,5,15,3,150,Medium,189,102,330477,0.421,60.06,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3033,1300,20633.6,2405,56,744,4,12,6,200,Medium,2637,153.3,2725224,0.558,40.5,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3055,2000,36270,3700,32,372,2,6,7,150,Medium,281,303,338563,0.782,52.7,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3060,1600,25147.2,2960,20,372,2,6,4,250,Medium,171.1,18,794360,1,58.5,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3236,2800,48803.3,5180,75,930,5,15,5,100,Medium,465,59,492792,0.99,70.55,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3253,4600,72298.2,8510,60,930,5,15,4,262,Low,2032,172.2,2816223,0.451,38.5,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3299,700,11001.9,1295,26,372,2,6,5,350,High,1601,210.9,2418743,0.351,40.4,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3394,1800,28613,3330,57,558,3,9,4,150,Medium,3403.48,186.5,2120380,0.66,43.2,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3419,11800,186427.8,21830,187,3162,17,51,3,200,Low,1456,138,2301673,0.77,62,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3438,6000,88257,11100,20,372,2,6,4,150,Low,6.45,8.8,500373,0.779,41.9,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3513,1000,18135,1850,36,372,2,6,4,250,Medium,2296,335.8,2558677,0.386,56,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3632,2600,41589.6,4810,84,1302,7,21,4,150,Low,2810,154.2,2839136,0.488,34.9,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3647,4700,72922.85,8695,26,372,2,6,6,150,Medium,990,150.1,889053,0.436,45.56,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),01-08-22,Domestic,Grade1,3746,3400,51382.5,6290,36,372,2,6,4,250,Medium,965.44,249.2,1089997,0.368,64,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),02-08-22,Domestic,Grade1,1001,100,1571.7,185,11,186,1,3,5,300,High,3085,106,6785254,0.46,53.3,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),02-08-22,Domestic,Grade1,1004,3200,53921.4,5920,32,372,2,6,7,425,High,5283,253,9352719,0.46,58.9,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),02-08-22,Domestic,Grade1,1005,200,3022.5,370,15,186,1,3,3,300,High,1800,26,4262296,1.047,56.4,Fan & Lighting Connection,General
10003,186,BYA LF - Skin Coated FR,1x 1.0 rm (3-w),02-08-22,Domestic,Grade1,1007,6000,108810,11100,14,186,1,3,7,280,High,2799,196.7,2404250,0.604,51.1,Fan & Lighting Connection,General
