outlet_id,timestamp,net_price,qtym
1010,2019-07-16,20924.545,892.0714
3179,2019-07-16,12428.174,500.98877
2245,2019-07-16,6931.4717,214.3425
1015,2019-07-16,31976.086,833.36273
3253,2019-07-16,7591.3535,311.03778
3059,2019-07-16,23322.23,992.118
3033,2019-07-16,22629.875,965.8333
3352,2019-07-16,11572.803,383.32666
3393,2019-07-16,4170.6807,185.25
1006,2019-07-16,7735.872,217.54922
2356,2019-07-16,13949.308,526.5
3236,2019-07-16,6164.6504,279.92
1009,2019-07-16,20663.156,652.90857
3647,2019-07-16,36827.438,1127.614
4151,2019-07-16,14945.69,452.25186
2668,2019-07-16,83305.914,2923.8
3442,2019-07-16,6834.7446,216.25166
1007,2019-07-16,28021.875,899.2826
1005,2019-07-16,31018.309,1365.0
2772,2019-07-16,40546.242,1682.025
1003,2019-07-16,37040.527,792.80005
3566,2019-07-16,13487.348,593.19
3394,2019-07-16,9250.355,410.06796
4385,2019-07-16,6519.9375,300.0
3519,2019-07-16,35938.6,1342.248
7528,2019-07-16,8837.985,350.0
1012,2019-07-16,19365.904,655.03784
2666,2019-07-16,8065.8706,278.015
1004,2019-07-16,65443.64,2412.5232
2191,2019-07-16,6925.8154,211.06001
3556,2019-07-16,14832.074,543.51385
1002,2019-07-16,6379.0146,253.91
3179,2019-07-18,20026.988,579.3125
3055,2019-07-18,53716.39,1752.8009
3556,2019-07-18,2163.3704,92.06667
2491,2019-07-18,9022.619,292.78287
1015,2019-07-18,10818.091,270.625
1014,2019-07-18,31759.3,919.5
2772,2019-07-18,16082.7295,665.2378
1009,2019-07-18,12611.153,365.12
3324,2019-07-18,38707.516,1982.865
2191,2019-07-18,4928.39,157.075
1005,2019-07-18,52785.28,2275.0
1013,2019-07-18,11738.206,533.0
4385,2019-07-18,47346.39,1400.0
1008,2019-07-18,15169.678,498.11633
1012,2019-07-18,6269.88,261.45645
1003,2019-07-18,42290.33,1633.2307
3323,2019-07-18,17052.545,648.94293
4151,2019-07-18,5583.387,228.15001
2561,2019-07-18,7971.2085,94.75
3060,2019-07-18,11191.404,473.4965
1006,2019-07-18,21066.701,818.36176
3513,2019-07-18,2675.796,189.4
3033,2019-07-18,55716.375,1952.0
2355,2019-07-18,36071.863,926.3878
2245,2019-07-18,7869.838,300.7225
1010,2019-07-18,14181.191,146.0
1001,2019-07-18,72964.67,2491.6685
3416,2019-07-18,7519.534,183.8
1002,2019-07-18,1980.8175,47.325
3344,2019-07-20,5972.3296,207.2875
3323,2019-07-20,6411.8633,249.76917
1007,2019-07-20,32343.852,1162.6451
3352,2019-07-20,12168.031,474.2667
1013,2019-07-20,13006.341,466.90164
2191,2019-07-20,14771.88,524.8177
3299,2019-07-20,5724.723,322.155
1012,2019-07-20,15321.654,530.3652
4385,2019-07-20,48270.133,1520.0
3324,2019-07-20,12567.77,435.03552
3236,2019-07-20,22367.475,697.9963
3442,2019-07-20,4776.199,323.47998
3552,2019-07-20,32007.264,2070.0999
3632,2019-07-20,15206.342,641.8661
3519,2019-07-20,14141.336,297.55875
3438,2019-07-20,11607.174,467.5
1001,2019-07-20,16909.432,647.13666
1015,2019-07-20,28729.434,812.73315
3033,2019-07-20,19892.16,871.4286
3179,2019-07-20,17787.598,621.555
1004,2019-07-20,53227.65,1457.6134
3746,2019-07-20,60091.28,2392.489
3416,2019-07-20,6816.9917,368.51144
2668,2019-07-20,18898.443,764.8175
1006,2019-07-20,15804.245,653.01
1014,2019-07-20,15583.67,691.13
1002,2019-07-20,11716.335,420.16684
1009,2019-07-20,7714.3,273.88202
1010,2019-07-20,16543.121,504.5
3393,2019-07-20,12308.57,526.11
2491,2019-07-20,29185.96,953.35156
4151,2019-07-20,15251.243,354.43625
3647,2019-07-20,20887.422,650.2075
3060,2019-07-20,13345.794,487.96576
2665,2019-07-20,15566.034,831.92804
2666,2019-07-20,37769.27,1190.9891
3513,2019-07-20,11636.928,505.82874
3394,2019-07-20,9130.149,331.96072
3253,2019-07-20,13545.906,733.17004
3059,2019-07-20,20095.242,764.0172
3418,2019-07-20,11864.8955,450.0
1008,2019-07-20,17670.314,571.6
2355,2019-07-20,11953.368,444.93466
2356,2019-07-20,9210.517,405.0
7528,2019-07-20,14363.388,440.0
1005,2019-07-20,48692.523,1710.0
3419,2019-07-20,19334.986,792.1206
3096,2019-07-20,27728.512,802.8
2224,2019-07-20,14973.113,551.45557
2355,2019-07-21,21954.275,668.82263
3392,2019-07-21,14440.443,363.42532
3519,2019-07-21,27168.113,868.954
2245,2019-07-21,8146.3633,326.17834
1003,2019-07-21,33423.094,1332.3334
1005,2019-07-21,17257.78,508.69565
3033,2019-07-21,24348.215,762.5
1014,2019-07-21,11182.624,541.90106
1015,2019-07-21,35316.176,986.695
2561,2019-07-21,13056.371,592.86127
3323,2019-07-21,5995.785,92.3
1008,2019-07-21,48763.758,1304.6526
2356,2019-07-21,35097.82,864.0
2191,2019-07-21,19600.32,591.95
3513,2019-07-21,8093.5356,358.7557
3632,2019-07-21,5857.8267,279.3675
1012,2019-07-21,24436.598,655.98
3060,2019-07-21,10537.665,381.54
4385,2019-07-21,38981.85,775.0
3299,2019-07-21,14421.319,662.8138
4151,2019-07-21,9427.007,207.06
3324,2019-07-21,4537.464,172.59799
1006,2019-07-21,12962.072,540.0222
3394,2019-07-21,6449.303,323.26
1010,2019-07-21,20900.322,812.3889
1004,2019-07-21,39063.957,938.095
3096,2019-07-21,11024.586,261.50668
3179,2019-07-21,7867.946,309.47
3055,2019-07-21,42252.914,1100.9467
3344,2019-07-21,22696.541,605.20416
3556,2019-07-21,18254.887,815.42847
3419,2019-07-21,12640.809,520.08276
3253,2019-07-21,27421.592,1089.55
2224,2019-07-21,51811.266,1779.877
3442,2019-07-21,30745.281,483.7125
1001,2019-07-21,25484.262,1172.6
2491,2019-07-21,40813.4,1654.9685
1002,2019-07-21,19090.328,933.95856
3352,2019-07-21,11296.518,237.96602
2356,2019-07-22,22359.186,1080.0
1002,2019-07-22,6181.224,227.9
3394,2019-07-22,12506.355,628.4617
1006,2019-07-22,9723.56,301.93332
1015,2019-07-22,7275.324,153.16667
2665,2019-07-22,18669.227,667.95386
3324,2019-07-22,9474.43,392.90665
2668,2019-07-22,24731.326,608.82544
3513,2019-07-22,7691.8667,184.6
2191,2019-07-22,16248.426,577.0125
3060,2019-07-22,13981.592,518.8935
3236,2019-07-22,33171.387,1233.276
3393,2019-07-22,11606.441,180.94
1013,2019-07-22,12007.702,574.79333
1005,2019-07-22,24726.342,715.0
3299,2019-07-22,12566.743,634.715
3632,2019-07-22,17078.379,850.23126
3253,2019-07-22,25106.957,1347.262
3352,2019-07-22,6193.2764,216.06
1010,2019-07-22,10106.76,416.14285
2772,2019-07-22,17322.14,757.6314
2224,2019-07-22,16279.8545,604.9677
3059,2019-07-22,33648.2,1057.6617
2355,2019-07-22,14147.014,538.5743
3419,2019-07-22,13988.29,501.25668
1012,2019-07-22,14880.554,484.31686
2666,2019-07-22,6258.336,283.46176
3556,2019-07-22,5012.5596,229.91
1001,2019-07-22,8094.897,260.028
1004,2019-07-22,53378.88,1855.5955
3179,2019-07-22,8151.508,234.92801
3344,2019-07-22,8907.019,242.7806
3033,2019-07-22,39455.723,1728.3334
4385,2019-07-22,16812.389,616.6667
3746,2019-07-22,9037.404,369.168
7529,2019-07-22,29739.562,850.0
1008,2019-07-22,43416.484,1158.1725
3519,2019-07-22,5662.4355,217.12
1003,2019-07-22,33634.047,1234.2255
2356,2019-07-23,22418.42,891.0
7528,2019-07-23,2983.5,150.0
1007,2019-07-23,25583.814,910.2727
1012,2019-07-23,7357.7695,253.14333
1010,2019-07-23,20525.008,629.7125
2191,2019-07-23,23376.832,629.1818
3394,2019-07-23,10639.906,380.89502
3096,2019-07-23,7779.383,344.99
1008,2019-07-23,23935.37,698.59894
3253,2019-07-23,13396.79,599.8089
3418,2019-07-23,46884.355,1860.0
3323,2019-07-23,9212.337,338.4464
3416,2019-07-23,5636.1826,363.355
2561,2019-07-23,9217.337,423.165
3352,2019-07-23,2418.155,106.42
7529,2019-07-23,12433.5,300.0
3552,2019-07-23,15682.773,211.89
2491,2019-07-23,129127.125,3887.77
3236,2019-07-23,2414.1792,139.22
1005,2019-07-23,6893.786,195.0
2772,2019-07-23,29076.43,1175.1245
2224,2019-07-23,75635.93,2315.2312
2666,2019-07-23,7032.5527,239.49666
1001,2019-07-23,21778.129,822.06836
1003,2019-07-23,29052.252,740.24
3179,2019-07-23,31395.805,1067.655
2355,2019-07-23,33863.62,1202.5206
3033,2019-07-23,16460.57,671.0
3392,2019-07-23,15186.982,532.94
3556,2019-07-23,13293.554,531.22473
3438,2019-07-23,2493.3357,91.0
2665,2019-07-23,20450.822,722.59924
3632,2019-07-23,13272.228,570.40204
3519,2019-07-23,14447.977,526.0587
1002,2019-07-23,6678.589,251.592
3746,2019-07-23,16059.91,738.96
3324,2019-07-23,19152.898,529.67554
1009,2019-07-23,21376.111,733.0408
3055,2019-07-23,44995.902,1823.261
3344,2019-07-23,24381.184,708.2825
1015,2019-07-23,29829.41,806.42926
1006,2019-07-23,19132.023,672.85815
3060,2019-07-23,13857.917,506.67
3299,2019-07-23,2235.324,178.0
4385,2019-07-23,23026.5,800.0
3393,2019-07-23,7522.3525,328.0
7528,2019-07-24,9476.102,337.5
2356,2019-07-25,15496.458,596.25
3236,2019-07-25,21746.494,871.8825
1002,2019-07-25,11556.918,413.27374
4151,2019-07-25,24120.08,718.5957
1013,2019-07-25,4699.6704,221.6
1015,2019-07-25,13178.145,277.77
3096,2019-07-25,16396.729,487.55875
1008,2019-07-25,15249.171,653.7957
3632,2019-07-25,7904.8447,369.81998
1010,2019-07-25,11801.084,527.5
3060,2019-07-25,22480.492,786.1125
3393,2019-07-25,6471.185,247.1825
2666,2019-07-25,11587.386,435.74576
3324,2019-07-25,9923.885,353.885
3033,2019-07-25,55725.996,2013.0
2224,2019-07-25,16751.36,696.89
3344,2019-07-25,11895.308,491.61002
1006,2019-07-25,8223.387,381.4192
3556,2019-07-25,6284.3325,337.5117
3746,2019-07-25,17400.38,765.63715
3323,2019-07-25,12636.609,480.895
1012,2019-07-25,8639.181,321.28665
1001,2019-07-25,2130.889,105.5
2491,2019-07-25,29695.0,615.19666
2665,2019-07-25,15716.817,589.5933
2191,2019-07-25,25260.826,592.755
1004,2019-07-25,32862.48,835.0191
2561,2019-07-25,5609.8643,274.56
2224,2019-07-27,13855.532,445.6843
1010,2019-07-27,13469.058,539.85
1002,2019-07-27,11843.001,329.81714
2491,2019-07-27,23726.184,1063.35
3096,2019-07-27,5077.9927,184.98
3323,2019-07-27,10256.757,187.30666
3393,2019-07-27,6899.1514,276.945
2356,2019-07-27,15647.57,621.0
7528,2019-07-27,5201.35,200.0
3394,2019-07-27,10404.874,324.54715
1008,2019-07-27,19469.814,687.8371
2561,2019-07-27,17674.98,739.60443
3416,2019-07-27,7041.017,365.992
3418,2019-07-27,90630.71,4350.0
1003,2019-07-27,91280.414,2530.4226
2665,2019-07-27,17747.129,382.824
1007,2019-07-27,15205.094,468.67307
1004,2019-07-27,42098.777,1325.5371
3060,2019-07-27,7398.0635,246.83157
3253,2019-07-27,7947.6553,361.426
3719,2019-07-27,26462.656,1054.12
3324,2019-07-27,10330.901,106.36
3055,2019-07-27,4934.2886,189.2
3352,2019-07-27,12622.44,448.4875
3033,2019-07-27,12679.229,610.0
2191,2019-07-27,41748.34,1095.256
1001,2019-07-27,30510.605,1264.6836
3519,2019-07-27,2780.1013,106.6
3632,2019-07-27,22433.47,999.19226
2666,2019-07-27,13465.647,530.77936
