outlet_id,timestamp,net_price,qtym
1001,2019-07-01,52783.74,1596.6512
3352,2019-07-01,21223.654,789.4727
1010,2019-07-01,15559.609,702.1
1009,2019-07-01,11831.247,325.42856
3393,2019-07-01,6936.405,261.1979
1008,2019-07-01,11404.173,432.7148
3418,2019-07-01,8025.75,200.0
3419,2019-07-01,22237.428,902.97266
1007,2019-07-01,76933.664,2371.7678
3438,2019-07-01,16124.387,624.5439
1011,2019-07-01,1034002.8,24792.857
3442,2019-07-01,18206.496,642.10016
1006,2019-07-01,14060.689,516.7544
3552,2019-07-01,36681.37,1199.9
1005,2019-07-01,30575.47,977.2414
3556,2019-07-01,16767.416,706.7143
1004,2019-07-01,74616.516,2332.7852
3566,2019-07-01,19909.686,779.54065
3632,2019-07-01,15927.504,708.3483
1003,2019-07-01,26776.467,876.10834
3647,2019-07-01,55974.938,1767.1322
3513,2019-07-01,4000.5203,211.41667
3324,2019-07-01,5823.707,286.81332
1012,2019-07-01,8437.043,354.21
3323,2019-07-01,30998.541,1197.2012
2491,2019-07-01,10339.072,455.614
2665,2019-07-01,23894.283,1567.2035
2666,2019-07-01,12023.572,399.022
2356,2019-07-01,35820.33,1350.0
2668,2019-07-01,18176.258,530.6664
2772,2019-07-01,18828.482,685.97833
2355,2019-07-01,61181.023,2323.05
3055,2019-07-01,24862.15,850.9176
2245,2019-07-01,5252.647,270.76752
3059,2019-07-01,13046.917,502.78165
2227,2019-07-01,42791.062,1350.0
3060,2019-07-01,11812.465,435.7906
2224,2019-07-01,16648.035,477.2763
3096,2019-07-01,10573.906,437.61252
3179,2019-07-01,21164.918,699.9346
2191,2019-07-01,42021.684,1289.4034
3236,2019-07-01,21439.387,677.4138
1015,2019-07-01,7069.569,211.76102
3253,2019-07-01,1630.308,108.48
1014,2019-07-01,7729.399,184.2625
3299,2019-07-01,11075.324,525.99664
3719,2019-07-01,21831.758,479.89502
1002,2019-07-01,7726.319,199.93166
2561,2019-07-01,12125.724,533.22925
3552,2019-07-02,8224.061,303.346
3096,2019-07-02,10610.991,514.76
2666,2019-07-02,10125.325,383.18546
3179,2019-07-02,15787.445,581.16907
1006,2019-07-02,11491.552,458.91037
1010,2019-07-02,189125.42,7312.05
3719,2019-07-02,28575.412,911.33075
3556,2019-07-02,22716.252,1018.30743
3632,2019-07-02,10726.572,569.87286
2355,2019-07-02,10038.671,253.59999
3352,2019-07-02,24555.76,759.0378
3033,2019-07-02,21374.045,772.6667
2561,2019-07-02,7681.151,320.69666
3519,2019-07-02,32562.861,1170.0934
1009,2019-07-02,8615.473,223.84
3055,2019-07-02,20513.46,680.3304
3324,2019-07-02,11262.998,534.798
1012,2019-07-02,23617.846,828.67395
2191,2019-07-02,17053.498,542.93445
3236,2019-07-02,14977.514,586.3027
3323,2019-07-02,22668.275,889.42645
2772,2019-07-02,13431.925,571.79
1005,2019-07-02,12129.987,427.91666
3299,2019-07-02,5139.286,133.75
1014,2019-07-02,30076.3,1273.9225
1004,2019-07-02,35746.875,1132.4893
3566,2019-07-02,15146.67,604.0069
1002,2019-07-02,14307.396,616.12775
3253,2019-07-02,7839.7266,286.72336
4385,2019-07-02,14578.867,700.0
3393,2019-07-02,8033.25,307.06003
1015,2019-07-02,15666.8545,303.2136
3513,2019-07-02,40236.062,1073.3414
2227,2019-07-02,56614.875,1489.2858
3060,2019-07-02,11263.139,430.83905
1008,2019-07-02,27596.723,714.1624
3419,2019-07-02,17370.807,400.68002
3059,2019-07-02,14045.738,576.4227
1001,2019-07-02,16098.711,186.0275
1003,2019-07-02,34232.88,1319.9733
1007,2019-07-02,38969.605,1123.1072
2491,2019-07-02,7665.4375,365.52002
2668,2019-07-02,8881.424,369.8583
3442,2019-07-02,9843.831,375.02786
2224,2019-07-02,9774.564,366.86334
3394,2019-07-02,14448.839,538.3854
1003,2019-07-04,13051.477,402.24
2356,2019-07-04,19576.055,653.6842
3442,2019-07-04,7995.077,333.667
1012,2019-07-04,24557.797,942.5575
2191,2019-07-04,11104.121,286.08823
1002,2019-07-04,17915.86,556.6813
1001,2019-07-04,36128.55,1386.6365
3323,2019-07-04,10898.417,507.27426
3566,2019-07-04,3990.3276,187.25
1005,2019-07-04,23974.178,650.0
3299,2019-07-04,11251.859,577.1813
1007,2019-07-04,61332.39,2386.4583
2227,2019-07-04,43006.746,1306.579
3253,2019-07-04,6162.5117,250.06667
3393,2019-07-04,7932.7207,408.53333
3556,2019-07-04,10325.636,418.13116
3055,2019-07-04,18302.752,808.825
3179,2019-07-04,17020.965,463.92715
3352,2019-07-04,11663.591,548.15
3096,2019-07-04,13007.208,552.64
2561,2019-07-04,5555.3535,185.02167
2355,2019-07-04,50874.76,2549.8838
3632,2019-07-04,6233.7534,284.76666
1008,2019-07-04,8919.222,369.03384
3513,2019-07-04,17289.566,532.8955
3519,2019-07-04,13251.985,307.89334
3647,2019-07-04,23588.85,747.54004
2668,2019-07-04,19035.201,785.88995
3060,2019-07-04,14377.814,530.833
2491,2019-07-04,7348.6797,329.35
3096,2019-07-06,27444.629,935.3692
2561,2019-07-06,12679.461,572.34216
3179,2019-07-06,30321.068,1161.6628
3632,2019-07-06,11455.04,761.77
1004,2019-07-06,26472.596,593.92456
1015,2019-07-06,8064.626,362.08002
3060,2019-07-06,8408.402,308.89847
3059,2019-07-06,15854.859,698.73206
2227,2019-07-06,33311.633,1110.0
3236,2019-07-06,11707.626,418.215
2191,2019-07-06,13586.545,609.64374
3055,2019-07-06,10445.46,366.40665
1005,2019-07-06,23114.586,780.0
3556,2019-07-06,15042.714,750.2093
2666,2019-07-06,20083.23,793.8
2772,2019-07-06,39625.453,1663.3722
3352,2019-07-06,11393.8,448.17197
2355,2019-07-06,53158.43,2839.7139
3519,2019-07-06,37638.125,571.1238
1010,2019-07-06,55012.27,3133.875
3746,2019-07-06,37188.285,1541.3622
3647,2019-07-06,50983.36,2002.2427
1008,2019-07-06,25270.02,901.9037
1003,2019-07-06,54534.812,1142.16
3324,2019-07-06,17889.756,760.7873
2491,2019-07-06,47288.63,758.138
1012,2019-07-06,20401.541,765.0342
3419,2019-07-06,20261.943,794.01544
3323,2019-07-06,14441.757,533.3114
3299,2019-07-06,18335.31,1245.87
3442,2019-07-06,17417.615,502.19284
1001,2019-07-06,11784.639,282.8725
1002,2019-07-06,11028.835,188.01999
1006,2019-07-06,23768.023,832.34863
3719,2019-07-06,44514.53,550.60004
2561,2019-07-07,12813.751,555.91846
2491,2019-07-07,19455.57,862.82196
2224,2019-07-07,21952.584,1103.5067
3394,2019-07-07,10441.833,454.435
2668,2019-07-07,18942.389,620.78253
1008,2019-07-07,13946.739,443.52234
3418,2019-07-07,27272.934,1560.0
1003,2019-07-07,21815.092,897.7067
2227,2019-07-07,59207.176,1550.0
3419,2019-07-07,11809.377,372.1881
2665,2019-07-07,47932.375,2049.7937
1007,2019-07-07,44913.34,1423.6957
2245,2019-07-07,11282.36,432.61
3060,2019-07-07,10597.401,364.227
3393,2019-07-07,6867.5635,273.075
3253,2019-07-07,6974.392,180.02
3392,2019-07-07,35367.55,926.25
1002,2019-07-07,17971.25,975.545
1015,2019-07-07,20768.795,646.75476
1005,2019-07-07,15646.702,650.0
3299,2019-07-07,17962.705,794.56573
3236,2019-07-07,47456.414,1403.9895
3323,2019-07-07,5509.509,219.9675
1012,2019-07-07,13233.63,451.00427
2191,2019-07-07,19363.559,393.435
1009,2019-07-07,13467.232,454.245
3324,2019-07-07,8634.262,239.2575
3746,2019-07-07,12170.585,215.07666
3519,2019-07-07,33955.957,1097.1711
3719,2019-07-07,22018.252,1023.81287
3179,2019-07-07,19530.13,497.888
1001,2019-07-07,35413.484,1272.7433
2666,2019-07-07,7035.1865,239.42944
3556,2019-07-07,11244.19,649.70996
3096,2019-07-07,37584.414,1360.8677
3632,2019-07-07,11944.997,522.28235
1006,2019-07-07,62052.832,2886.1052
3442,2019-07-07,13900.492,548.82135
3566,2019-07-07,26156.234,915.65
3055,2019-07-07,28559.46,929.75
3059,2019-07-09,8033.4956,257.26846
2355,2019-07-09,5515.7876,218.9
3352,2019-07-09,18345.037,637.6
3096,2019-07-09,7718.117,185.23
2665,2019-07-09,50169.59,831.18994
1001,2019-07-09,15640.269,519.2715
3719,2019-07-09,39562.21,1646.5641
2227,2019-07-09,24985.125,637.5
1015,2019-07-09,4360.0083,136.42
2224,2019-07-09,20973.146,626.23627
1002,2019-07-09,23898.338,937.2514
3323,2019-07-09,10237.707,292.21
1010,2019-07-09,8337.993,204.5
3179,2019-07-09,44343.027,1970.6212
2668,2019-07-09,35938.383,1403.66
3566,2019-07-09,5980.0312,183.228
2666,2019-07-09,12159.6875,521.57135
3392,2019-07-09,6694.4624,256.216
1009,2019-07-09,30573.137,859.69696
3393,2019-07-09,15709.7,642.68335
1003,2019-07-09,19690.18,462.45334
3647,2019-07-09,13365.435,398.43597
3394,2019-07-09,8270.504,297.70248
7529,2019-07-09,37236.0,400.0
1008,2019-07-09,39649.434,1166.4586
3416,2019-07-09,22584.168,798.5025
1005,2019-07-09,19831.135,422.5
3060,2019-07-09,12786.638,472.94772
2356,2019-07-09,30514.11,1012.5
1006,2019-07-09,15867.219,572.83234
1004,2019-07-09,68480.04,2496.9102
2561,2019-07-09,11667.859,435.47928
3236,2019-07-09,17046.111,615.38
3055,2019-07-09,22512.717,1011.06335
2191,2019-07-09,30314.62,821.69995
1007,2019-07-09,34679.39,1085.8611
3632,2019-07-09,14080.495,524.87854
3442,2019-07-09,14336.609,613.05334
1012,2019-07-09,16051.543,548.1989
3519,2019-07-09,18337.492,540.2075
3299,2019-07-09,9862.824,362.88397
3299,2019-07-10,8210.637,433.475
2245,2019-07-10,7060.6616,336.932
2666,2019-07-10,13253.083,413.63235
3442,2019-07-10,3521.9993,219.0
3392,2019-07-10,12301.569,429.12247
1009,2019-07-10,38370.508,1207.0189
1012,2019-07-10,21929.766,880.23334
3324,2019-07-10,43641.63,2113.705
3393,2019-07-10,6808.2,253.01001
2491,2019-07-10,14385.099,521.3984
3566,2019-07-10,13024.149,697.99335
1008,2019-07-10,19220.498,663.36145
2772,2019-07-10,17852.465,737.04846
3552,2019-07-10,89663.07,4052.0
3418,2019-07-10,5833.485,150.0
2356,2019-07-10,11179.593,540.0
3060,2019-07-10,3693.8833,138.23001
3323,2019-07-10,7860.349,287.17938
1003,2019-07-10,36351.605,1581.2666
4385,2019-07-10,69483.2,2400.0
1010,2019-07-10,9612.856,255.20833
1002,2019-07-10,19519.533,646.0093
3179,2019-07-10,18706.773,720.1
3055,2019-07-10,24661.527,988.02997
3059,2019-07-10,22798.297,1044.0375
3556,2019-07-10,13888.686,592.259
2355,2019-07-10,16707.742,755.158
3632,2019-07-10,22036.596,1051.4
3352,2019-07-10,9586.964,327.97
3096,2019-07-10,3792.112,152.58667
3236,2019-07-10,14358.156,467.4978
3253,2019-07-10,17434.908,694.20856
3519,2019-07-10,29200.428,837.32434
2561,2019-07-10,9291.263,327.70438
2665,2019-07-10,46579.39,1614.5725
3719,2019-07-10,36666.945,509.27502
2224,2019-07-10,4067.3723,179.0
1015,2019-07-10,37871.67,1060.392
1007,2019-07-10,11891.41,275.16666
3393,2019-07-11,8808.177,335.796
2561,2019-07-11,10044.948,412.16376
3566,2019-07-11,5808.6836,159.4075
3179,2019-07-11,16778.365,597.95
1012,2019-07-11,35517.168,1371.5668
3323,2019-07-11,40176.07,1603.2584
3236,2019-07-11,15295.524,607.60333
3299,2019-07-11,20701.514,986.13007
3519,2019-07-11,21595.68,536.96
1006,2019-07-11,8930.147,356.61313
2666,2019-07-11,8512.466,305.648
2491,2019-07-11,23707.06,437.94
1008,2019-07-11,22592.754,720.2154
2356,2019-07-11,9805.382,378.0
3632,2019-07-11,6264.8916,244.20251
3552,2019-07-11,29650.14,1437.9983
7528,2019-07-11,10715.836,275.0
2355,2019-07-11,42125.355,1395.9431
4385,2019-07-11,14538.75,560.0
3719,2019-07-11,13424.727,732.97003
3055,2019-07-11,21726.227,699.2266
1013,2019-07-11,26967.914,1223.0167
3442,2019-07-11,7962.2046,442.4
1003,2019-07-11,18106.877,738.31995
1001,2019-07-11,28269.309,851.32
1004,2019-07-11,22567.781,546.59106
2665,2019-07-11,15508.626,645.2569
1007,2019-07-11,75183.99,2862.5417
1005,2019-07-11,19863.383,598.0
1015,2019-07-11,16128.425,473.3045
3060,2019-07-11,12309.903,488.57556
2772,2019-07-11,13035.378,367.97714
3513,2019-07-11,18878.605,698.91
2245,2019-07-11,9158.719,377.97
3552,2019-07-13,25797.059,904.01227
3253,2019-07-13,6372.7295,163.535
3344,2019-07-13,35762.445,1257.2567
2666,2019-07-13,6597.461,284.36798
7528,2019-07-13,9418.11,433.33334
2224,2019-07-13,11353.958,363.00504
4385,2019-07-13,36880.824,1971.4286
3719,2019-07-13,10949.904,327.625
1011,2019-07-13,708686.75,28125.0
3394,2019-07-13,9089.265,403.6975
1007,2019-07-13,12948.048,468.07693
3566,2019-07-13,19439.953,712.75
3236,2019-07-13,10424.402,372.48666
2665,2019-07-13,22187.94,926.8925
1012,2019-07-13,11753.164,375.73273
2668,2019-07-13,35001.574,1201.6649
3556,2019-07-13,7276.129,340.34668
3647,2019-07-13,5755.6807,319.8
3324,2019-07-13,11576.937,502.57166
3299,2019-07-13,4836.3394,247.945
1003,2019-07-13,27259.719,795.48
1014,2019-07-13,21721.426,881.65753
3393,2019-07-13,5407.204,186.04
3392,2019-07-13,24973.174,711.3671
3513,2019-07-13,11817.502,346.53333
3352,2019-07-13,11361.699,302.004
1001,2019-07-13,32209.867,1094.9027
1013,2019-07-13,35405.195,817.89667
3632,2019-07-13,10590.289,557.453
3033,2019-07-13,5083.795,244.0
2245,2019-07-13,8645.518,159.2
3096,2019-07-13,4860.6816,228.16
1005,2019-07-13,85558.47,3114.348
2356,2019-07-13,15383.891,495.0
2355,2019-07-13,47908.44,1278.5028
2561,2019-07-13,14938.801,603.1794
3060,2019-07-13,16479.873,606.0663
1006,2019-07-13,8591.838,307.1154
2191,2019-07-13,14818.193,407.3654
3323,2019-07-13,12173.457,187.4
1015,2019-07-13,2075.9504,91.36
3179,2019-07-13,51150.8,1949.9541
3055,2019-07-13,18808.887,712.5074
1008,2019-07-13,19931.068,767.4617
2665,2019-07-15,20569.89,245.33333
1003,2019-07-15,69890.2,2166.5942
1009,2019-07-15,25565.37,490.0167
2245,2019-07-15,23365.465,533.4236
3324,2019-07-15,22051.232,939.09644
1001,2019-07-15,33842.258,958.0535
1014,2019-07-15,33616.207,1348.5396
3442,2019-07-15,60604.555,1912.817
3179,2019-07-15,14760.359,623.5135
3055,2019-07-15,16900.07,733.875
3236,2019-07-15,22013.68,654.38
1002,2019-07-15,27570.783,1111.7665
3632,2019-07-15,25623.533,1226.6877
3719,2019-07-15,25733.998,896.51917
2355,2019-07-15,14626.82,544.6932
3344,2019-07-15,11384.273,349.88376
3519,2019-07-15,9291.178,341.114
1006,2019-07-15,13169.716,477.28342
1010,2019-07-15,29060.6,798.175
2666,2019-07-15,3840.8894,154.29333
3253,2019-07-15,4536.4907,213.2
3566,2019-07-15,4254.5806,198.802
2191,2019-07-15,19758.166,543.26855
3393,2019-07-15,8211.169,277.994
1013,2019-07-15,11023.847,495.4209
1015,2019-07-15,14429.422,398.09335
1008,2019-07-15,11308.047,449.78665
1005,2019-07-15,35548.305,982.2222
3552,2019-07-15,32616.88,1429.1494
3323,2019-07-15,4819.0933,173.79779
2356,2019-07-15,4701.3364,225.0
3352,2019-07-15,8760.568,327.91998
3556,2019-07-15,24883.895,753.9094
3513,2019-07-15,7398.523,144.85143
3096,2019-07-15,10976.385,400.7457
1012,2019-07-15,13696.901,577.7208
3060,2019-07-15,10938.517,342.31665
4151,2019-07-15,34288.848,1240.546
3299,2019-07-15,15074.412,708.58
3416,2019-07-15,23943.512,1217.718
2561,2019-07-15,17562.203,568.503
3059,2019-07-15,40827.97,1495.2983
2561,2019-07-16,14034.591,725.06836
3632,2019-07-16,18049.59,996.2601
3344,2019-07-16,14214.656,485.30298
2224,2019-07-16,12037.001,380.6086
2355,2019-07-16,22727.475,1039.8676
1008,2019-07-16,13885.679,643.3089
3060,2019-07-16,7712.154,316.13
